birth,death
0.0,0.16552764177322388
0.0,0.19877015054225922
0.0,0.20662721991539001
0.0,0.2615842819213867
0.0,0.33628809452056885
0.0,0.35297891497612
0.0,0.3765527009963989
0.0,0.3848097324371338
0.0,0.40025436878204346
0.0,0.4207788109779358
0.0,0.44045695662498474
0.0,0.4503884017467499
0.0,0.49100419878959656
0.0,0.5306459069252014
0.0,0.5379562377929688
0.0,0.6689820885658264
0.0,0.6722287535667419
0.0,0.7400911450386047
0.0,0.7859681248664856
0.0,0.8414102792739868
0.0,1.3628160953521729
0.0,1.3747843503952026
0.0,1.385527491569519
0.0,1.4318662881851196
0.0,inf
