birth,death
0.0,0.07060970366001129
0.0,0.08260379731655121
0.0,0.09989616274833679
0.0,0.14010296761989594
0.0,0.23407386243343353
0.0,0.25373443961143494
0.0,0.2631229758262634
0.0,0.28372183442115784
0.0,0.28465262055397034
0.0,0.2879200875759125
0.0,0.288649320602417
0.0,0.3140263855457306
0.0,0.3179066777229309
0.0,0.3282018303871155
0.0,0.3395242393016815
0.0,0.3480643630027771
0.0,0.3689182698726654
0.0,0.5923482179641724
0.0,0.5998153686523438
0.0,0.7992113828659058
0.0,0.9346552491188049
0.0,1.0224719047546387
0.0,1.097219705581665
0.0,1.1650099754333496
0.0,1.3926331996917725
0.0,inf
