0,1,2
-2.4244140474090234,-1.0013879369227832,-1.264910321810266
-1.0013879369227832,-1.264910321810266,-2.3717087178814666
-1.264910321810266,-2.3717087178814666,-0.26352309392089196
-2.3717087178814666,-0.26352309392089196,-4.5710528724408514e-07
-0.26352309392089196,-4.5710528724408514e-07,0.21081810613404398
-4.5710528724408514e-07,0.21081810613404398,0.6851598089911308
0.21081810613404398,0.6851598089911308,0.7378636338015628
0.6851598089911308,0.7378636338015628,0.8432737921627134
0.7378636338015628,0.8432737921627134,0.26352394162603315
0.8432737921627134,0.26352394162603315,0.7378641366037161
0.26352394162603315,0.7378641366037161,1.2649114193353461
0.7378641366037161,1.2649114193353461,1.6338434645252455
1.2649114193353461,1.6338434645252455,1.1067969354697933
1.6338434645252455,1.1067969354697933,0.527046830369762
1.1067969354697933,0.527046830369762,1.050247072713075e-06
0.527046830369762,1.050247072713075e-06,-0.5270462340656927
1.050247072713075e-06,-0.5270462340656927,0.47434225293724497
-0.5270462340656927,0.47434225293724497,0.6851598089911308
0.47434225293724497,0.6851598089911308,0.21081785420591986
0.6851598089911308,0.21081785420591986,0.3162280152023067
0.21081785420591986,0.3162280152023067,0.26352394162603315
0.3162280152023067,0.26352394162603315,0.21081835700807308
0.26352394162603315,0.21081835700807308,-0.05270427875343667
0.21081835700807308,-0.05270427875343667,-0.4743421599623752
-0.05270427875343667,-0.4743421599623752,-1.791956101405909
