scenario,removed_donor,donor_rank_in_full_solution,lambda,n_donors_used,pre_rmspe,post_rmspe,post_pre_ratio,h1_wasserstein_31,pre_series_rmspe_raw,baseline_pre_rmspe_reduced_pool,baseline_h1_reduced_pool,optimizer_status,optimizer_objective,optimizer_best_start,max_weight_after_refit,top_weight_donor_after_refit,success,abs_change_pre_rmspe_vs_full,abs_change_post_rmspe_vs_full,abs_change_ratio_vs_full,abs_change_h1_vs_full,pct_change_pre_rmspe_vs_full,pct_change_post_rmspe_vs_full,pct_change_h1_vs_full
full_sample,NONE,0,2.0,45,0.12823225502920493,0.7191624029158858,5.608280091090158,0.6467851413792702,0.12863759035397576,,,fixed_selected_weights_from_file_06,,N/A,0.21698544437282896,MINNESOTA,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drop_top_1_MINNESOTA,MINNESOTA,1,2.0,44,0.1840498040467197,0.8309609417737274,4.514870016176676,0.7329803445458679,0.18409231969696505,0.19284077851830078,1.1747636363719487,Optimization terminated successfully,2.2025109135082563,aligned_saved_start,0.13459389738539845,TENNESSEE,True,0.05581754901751476,0.11179853885784152,-1.093410074913482,0.08619520316659768,43.52847807659804,15.545659562366975,13.326713564072652
drop_top_3_KENTUCKY,KENTUCKY,3,2.0,44,0.17095083859636906,0.7422479301588706,4.341879433018679,0.6644477979579099,0.17553119963570252,0.19962267995873964,1.278683771125833,Optimization terminated successfully,1.9185831953796695,random_start_4,0.2443510660452347,MINNESOTA,True,0.042718583567164126,0.023085527242984738,-1.266400658071479,0.017662656578639635,33.31344641598555,3.210057582179369,2.7308383338822524
