full_sample_post_rmspe,full_sample_h1_wasserstein_31,max_abs_post_rmspe_change_top_drops,max_abs_h1_change_top_drops,max_pct_post_rmspe_change_top_drops,max_pct_h1_change_top_drops,all_top_drops_successful
0.7191624029158858,0.6467851413792702,0.11179853885784152,0.08619520316659768,15.545659562366975,13.326713564072652,True
