mo_yr,date,ALABAMA,ALASKA,ARIZONA,CALIFORNIA,COLORADO,CONNECTICUT,DELAWARE,DISTRICT OF COLUMBIA,HAWAII,IDAHO,ILLINOIS,INDIANA,IOWA,KANSAS,KENTUCKY,LOUISIANA,MAINE,MARYLAND,MASSACHUSETTS,MINNESOTA,MISSISSIPPI,MISSOURI,MONTANA,NEBRASKA,NEVADA,NEW HAMPSHIRE,NEW JERSEY,NEW MEXICO,NEW YORK,NORTH CAROLINA,NORTH DAKOTA,OHIO,OKLAHOMA,OREGON,PENNSYLVANIA,RHODE ISLAND,SOUTH DAKOTA,TENNESSEE,TEXAS,UTAH,VERMONT,VIRGINIA,WASHINGTON,WEST VIRGINIA,WISCONSIN,WYOMING,synthetic_baseline,treated,gap_raw_baseline,gap_centered_baseline
397,2009-01-01,3.7599998473999996,-0.18000011439999852,3.1199999808000003,3.6399997717999995,1.0999998574000003,2.4800001625999997,3.2400002481999994,1.2600001340000002,2.4000001426000006,2.3199997897999998,2.1800001148000003,4.139999866199999,1.8800001147999996,0.6999998090000004,3.8200000762000004,0.07999973280000017,3.239999676000001,1.9000000954000003,2.4400001044,2.700000095,1.9399996754000002,3.099999523800001,1.9799998280000004,0.4999998090000002,4.540000057,1.5200001236,2.5600000384,0.7600000379999994,1.5200001717999996,3.959999752999999,0.5999999996000005,3.3200002665999993,0.5800000667999994,3.2000003802000014,1.8600002291999997,5.140000342000001,1.0000000475999995,4.000000095400001,0.3600000378000008,1.3200000767999995,2.3600001813999993,2.0999999047999998,0.5399999616000004,0.21999988540000004,1.9999998090000002,0.33999967560000055,3.0016573638454407,3.099999523800001,0.09834215995456042,0.05965365065791927
398,2009-02-01,4.739999961800001,2.8640000060420334e-07,3.5600004191999988,4.240000437000001,1.5000001426000003,2.6999999524000007,3.659999751999999,1.5399998664000005,2.9399998184000005,2.6400002484,3.159999751599999,4.839999581799999,2.1800001614000006,1.0400002483999993,4.3199997908,0.3999999047999996,3.619999504400001,2.2400001527999995,2.6999999996,3.3000001910000005,2.659999657,3.6399999616,2.2599997518000006,0.4599999906000001,5.0999998102,1.9200002197999995,3.1600004189999993,1.159999847,2.120000172000001,4.539999867199999,0.8599999431999992,3.959999848199999,0.920000172,4.2000003800000005,2.299999808999999,5.6600002282,1.219999837600001,4.9400000574,0.6800000189999995,1.7799997326000012,2.7799999239999993,2.4200001236,1.0800001144000007,0.8600000382000008,2.680000114600001,1.0,3.3589298751898355,3.6399999616,0.2810700864101645,0.24238157711352337
399,2009-03-01,5.039999677199999,0.3000002864000004,3.7799997336000004,4.459999562799999,1.6999998572,2.8800000189999997,3.919999837799999,1.7399999617999997,3.2600000382000003,2.7800002100000007,3.4600002294000003,5.219999790999999,2.3799999714,1.2799999238000002,4.59999981,0.4199996946000004,3.9400004383999985,2.4600001814,2.6800002099999993,3.3399999620000003,2.6800001148000003,3.5400002482,2.4200001714,0.7799998757999997,5.5399999616,2.419999742200001,3.4600002290000003,1.7800001146,2.3599998471999992,4.5599999428,0.7600001336000002,4.2600003236,1.3400000573999993,4.820000360800001,2.4999998087999993,5.919999505599999,1.5799999242,5.399999619799999,0.7600000381999994,2.000000191,3.2399999143999993,2.6999999052,1.3800000191999997,1.5199998855999999,3.3000001910000005,1.8600001337999998,3.645785260430833,3.5400002482,-0.10578501223083281,-0.14447352152747395
400,2009-04-01,5.119999600000001,0.44000015219999966,3.8399996760000015,4.4399995817999995,1.840000153,3.0599999902000006,4.140000343199999,2.0999998092,3.3999998095999997,2.1599999432,3.700000380999999,5.039999533000001,2.300000238599999,1.8200000286,4.5800000192,0.3000002861999995,3.7399999618000006,2.5000000002,2.600000238599999,3.3200002198,2.8800000187999997,3.1199997899999996,2.3199999808000005,1.0599998953999998,5.760000322800002,2.6999999524000002,3.7000000954,2.0599997516000004,2.2999998088,4.420000265400001,0.8000000950000001,4.3199996478000005,1.4799998758,4.820000265600002,2.4200001714,6.240000437400001,1.7799997806000007,5.279999829199999,0.5199999813999989,2.1200000762,3.4000000476000007,2.6399998662,1.7400001528000004,2.1200002672,3.4199997897999994,2.840000248399999,3.756569101085319,3.1199997899999996,-0.6365693110853194,-0.6752578203819606
401,2009-05-01,5.760000418200001,0.6199998856000004,4.320000172,4.980000399200001,2.1399999618,3.079999924,4.439999962,2.3400001528,3.5599998470000003,4.1399998186,4.099999619000001,5.599999715199999,2.519999837600001,2.1200001237999997,5.040000437400001,0.6800000191999995,3.880000162600001,2.8000000948000006,2.979999875600001,3.6599998476,3.2799996382000005,3.9199999808,2.3200000758000003,1.0599998477999995,6.220000171000001,2.7400000568000005,4.040000200400001,2.4199998858000002,2.7399999618000006,4.8600004182,0.8400000570000001,4.859999848199999,1.9000000475999999,4.860000322800001,2.8399999618000002,6.2199999808,1.6000000476,5.900000379800001,1.7000002864,2.2999999042000008,3.3800002099999995,2.9999999044000005,2.299999713599999,2.579999923600001,3.7,2.7800000666000004,4.038466533845817,3.9199999808,-0.11846655304581688,-0.15715506234245802
402,2009-06-01,5.999999619999999,0.6600000378000006,4.480000303800001,5.1200002666,2.3599997994000006,3.2400000573999996,4.360000419199999,2.400000285599999,3.5200000762000005,4.500000428599999,4.219999790999999,5.620000171000001,2.4999999525999996,1.9599998469999997,5.080000019,0.8200001717999994,3.7600003713999994,2.760000229199999,3.1200002196000005,3.6799998759999992,2.9399995808000003,4.0199997898,2.1199997900000005,0.8800001624,6.5399999620000004,2.6199999808000003,4.200000191000001,2.5599998473999994,2.9399994854000013,4.6600001330000005,0.7400000094000001,4.9399995817999995,1.7400001529999995,4.579999733799999,2.899999619000001,6.019999600999999,1.5200000760000005,5.8400001522,2.1199999810000003,2.4400002483999996,3.2200001238000002,2.9800000192000002,2.659999846999999,2.679999638000001,3.6399999618,2.8399998186000004,4.050593472397886,4.0199997898,-0.030593682597886307,-0.06928219189452745
403,2009-07-01,6.1400002472,0.7399999619999997,5.000000380000001,5.4199997909999995,2.3599999906000004,3.4400003438000004,4.339999628400001,2.5600005143999987,3.5600000858000005,4.399999619000001,4.6399995818,5.3,2.5600000856000005,2.4800001142,5.0000002852000005,1.1200000765999993,3.4800001621999996,2.7999998088,3.2999995238000004,3.700000095,3.3599995618000014,4.0999998092,2.1599997996000004,1.0600001334,6.779999829199999,2.4800001146,4.3399998663999995,2.519999599800001,2.8999999998000003,4.7200001706000005,0.7200001234000002,4.89999981,1.8200001712000002,4.3000002854,3.080000019,6.059999658199999,1.4199998376000003,5.7599999428,2.4400005335999992,2.5199998852000007,3.0399999145999996,2.9000001431999998,2.8999997135999998,2.6600000378000006,3.8000000956000006,2.8200001722,4.095063963823667,4.0999998092,0.00493584537633307,-0.033752663920308075
404,2009-08-01,6.179999639199999,0.8600001331999998,5.2400000572,5.4600000382,2.3800001142000005,3.6999996192000006,4.3999996668,3.0200001718000005,3.6600002291999996,4.2600002294,4.520000361000001,5.280000209200001,2.4800000666000006,2.140000248399999,5.019999600999999,1.1600000379999997,3.4400002005999997,2.9599998473999998,3.3799997803999995,3.7199997900000006,3.3599996572000004,4.279999828399999,2.1999997136000005,1.2199997900000006,7.0399997718,2.3599997996000006,4.4200002674,2.6200000762,3.1199999810000003,4.800000380000001,0.6799999709999995,4.8800001138,2.119999838599999,4.080000019000001,3.1999995238000007,6.0599998481999995,1.3999998090000005,5.4999997145999995,2.399999523800001,2.5599998470000003,2.7799998280000002,3.0400001044000002,3.2600003236,2.6800001144000003,3.8600003235999996,2.719999886,4.188319033325536,4.279999828399999,0.09168079507446336,0.052992285777822216
405,2009-09-01,6.1199999808,0.8999998090000005,5.5399999620000004,5.599999619799999,2.4000001907999993,3.900000286400001,4.5799996378,3.3400002462000007,3.6799999241999997,4.4000004285999985,4.679999639199999,5.3,2.1200001236,2.2599997518000006,4.9400004374,0.15999994279999985,3.3400001046000005,3.0399999623999996,3.6000002857999993,3.4599999904,3.1800002102000002,4.2999995236,2.2000000474000005,1.1799998287999998,7.3200000762,2.3599998953999997,4.619999981,2.4399998668,3.180000399999999,4.979999639199999,0.5999999041999997,4.9600002282,2.4000001434,3.900000094800001,3.1000000950000004,6.139999771599999,1.3400001046,5.4799995436,2.4400001528000006,2.560000229399999,2.5200000283999997,3.200000095,3.6799998283999997,2.719999981,3.7800003999999987,2.6,4.192424499791279,4.2999995236,0.10757502380872097,0.06888651451207983
406,2009-10-01,6.2999999052,0.9599998479999998,5.8,5.720000361000001,2.500000095,4.0600001816,4.6399995808000005,3.4000003800000007,3.3399998186000004,4.2800000188,4.880000303400001,5.4199997907999995,2.3400000093999997,2.0600001332,4.9000000002,0.23999986679999985,3.200000191,3.1399998186000007,3.6599997995999995,3.3599998479999993,3.1599999428000007,4.339999865999999,2.2399998186000003,1.0600001332000009,7.3200000288,2.1800002099999993,4.619999600000001,2.4800001144,3.2399997708,5.0800003038,0.6000000478,5.040000151800001,2.3400001522,3.7800002092000007,3.0400000568000003,6.160000418200001,1.4399999618,5.1399997719999995,2.4200003617999997,2.6600001814,2.4399999622,3.2200001719999998,3.7799998279999993,2.939999962399999,3.9799998281999995,2.8400002005999996,4.169559326031814,4.339999865999999,0.17044053996818587,0.13175203067154473
