,0
pct_rural,0.0785985154545694
Chg2007_2010,0.07755898492268862
p_naics4,0.07712719886885473
p_naics3,0.07712638142139011
unemp_s_409,0.07707438804629715
unemp_s_417,0.07683848982826144
unemp_s_401,0.07683580153013926
unemp_s_421,0.07681917005433225
p12,0.07659642671614522
unemp_s_397,0.0765318248954936
Chg1999_2006,0.07640345183469248
unemp_s_413,0.07625282237643373
unemp_s_405,0.0762365440507021
