0,1,2
-2.4244140474090234,-1.264910321810266,-0.26352309392089196
-1.0013879369227832,-2.3717087178814666,-4.5710528724408514e-07
-1.264910321810266,-0.26352309392089196,0.21081810613404398
-2.3717087178814666,-4.5710528724408514e-07,0.6851598089911308
-0.26352309392089196,0.21081810613404398,0.7378636338015628
-4.5710528724408514e-07,0.6851598089911308,0.8432737921627134
0.21081810613404398,0.7378636338015628,0.26352394162603315
0.6851598089911308,0.8432737921627134,0.7378641366037161
0.7378636338015628,0.26352394162603315,1.2649114193353461
0.8432737921627134,0.7378641366037161,1.6338434645252455
0.26352394162603315,1.2649114193353461,1.1067969354697933
0.7378641366037161,1.6338434645252455,0.527046830369762
1.2649114193353461,1.1067969354697933,1.050247072713075e-06
1.6338434645252455,0.527046830369762,-0.5270462340656927
1.1067969354697933,1.050247072713075e-06,0.47434225293724497
0.527046830369762,-0.5270462340656927,0.6851598089911308
1.050247072713075e-06,0.47434225293724497,0.21081785420591986
-0.5270462340656927,0.6851598089911308,0.3162280152023067
0.47434225293724497,0.21081785420591986,0.26352394162603315
0.6851598089911308,0.3162280152023067,0.21081835700807308
0.21081785420591986,0.26352394162603315,-0.05270427875343667
0.3162280152023067,0.21081835700807308,-0.4743421599623752
0.26352394162603315,-0.05270427875343667,-1.791956101405909
