birth,death
0.0,0.2934468984603882
0.0,0.4684494733810425
0.0,0.4915965795516968
0.0,0.5027706027030945
0.0,0.5244029760360718
0.0,0.5322908163070679
0.0,0.5845223665237427
0.0,0.6454976201057434
0.0,0.6708203554153442
0.0,0.7149189710617065
0.0,0.7905690670013428
0.0,0.8692268133163452
0.0,0.9036954045295715
0.0,0.908294677734375
0.0,0.953066349029541
0.0,0.9574269652366638
0.0,1.0137929916381836
0.0,1.0137938261032104
0.0,1.4092930555343628
0.0,2.1015872955322266
0.0,2.4048571586608887
0.0,2.4100492000579834
0.0,2.786376953125
0.0,inf
