birth,death
0.0,0.12910035252571106
0.0,0.2738608717918396
0.0,0.3118036091327667
0.0,0.32489386200904846
0.0,0.3872980773448944
0.0,0.45030757784843445
0.0,0.4533817172050476
0.0,0.48304495215415955
0.0,0.488762766122818
0.0,0.500000536441803
0.0,0.5109885931015015
0.0,0.5322922468185425
0.0,0.5527708530426025
0.0,0.5725187063217163
0.0,0.5892556309700012
0.0,0.6454976201057434
0.0,0.7993049025535583
0.0,0.8316656351089478
0.0,0.8660248517990112
0.0,1.3642257452011108
0.0,1.4083071947097778
0.0,1.4653393030166626
0.0,1.821935772895813
0.0,2.055481433868408
0.0,inf
