embedding,h1_wasserstein_author,h1_wasserstein_topology_augmented,h1_absolute_reduction_vs_author,h1_percent_reduction_vs_author,author_source_mode,author_treated_h1_source_file,author_synthetic_h1_source_file,topology_treated_h1_source_file,topology_augmented_h1_source_file
"(2,1)",0.49335284072970714,0.24256844692112983,0.2507843938085773,50.83266439444186,diagram_csv,/home/jupyter/topological fit check on scm/outputs_authorweight_tda/authorweight_treated_H1_diagram_2_1.csv,/home/jupyter/topological fit check on scm/outputs_authorweight_tda/authorweight_synthetic_H1_diagram_2_1.csv,/home/jupyter/topological fit check on scm/outputs_topology_augmented_tda_check/treated_H1_diagram_2_1.csv,/home/jupyter/topological fit check on scm/outputs_topology_augmented_tda_check/topology_augmented_H1_diagram_2_1.csv
"(3,1)",1.131237277585226,0.6467851413792702,0.48445213620595573,42.82497985215641,diagram_csv,/home/jupyter/topological fit check on scm/outputs_authorweight_tda/authorweight_treated_H1_diagram_3_1.csv,/home/jupyter/topological fit check on scm/outputs_authorweight_tda/authorweight_synthetic_H1_diagram_3_1.csv,/home/jupyter/topological fit check on scm/outputs_topology_augmented_tda_check/treated_H1_diagram_3_1.csv,/home/jupyter/topological fit check on scm/outputs_topology_augmented_tda_check/topology_augmented_H1_diagram_3_1.csv
