treated_state,trperiod,treatment_date,pre_rmspe_author,post_rmspe_author,post_pre_ratio_author,n_donors,n_periods_total,n_periods_pre,n_periods_post
MISSOURI,424,2011-04-01,0.16194620652480188,0.9156054934033375,5.6537631417943315,45,56,27,29
